soc_code,Task ID,importance_norm,importance,Task
33-3012.00,2112,0.7849999999999999,4.14,"Arrange daily schedules for prisoners including library visits, work assignments, family visits, and counseling appointments."
33-3012.00,2118,0.7675000000000001,4.07,Supervise and coordinate work of other correctional service officers.
33-3012.00,2114,0.7649999999999999,4.06,"Issue clothing, tools, and other authorized items to inmates."
33-3012.00,2113,0.6975,3.79,"Assign duties to inmates, providing instructions as needed."
33-3021.01,587,0.9075,4.63,Provide testimony as a witness in court.
33-3021.01,613,0.8975,4.59,"Check victims for signs of life, such as breathing and pulse."
33-3021.01,591,0.8875,4.55,"Obtain facts or statements from complainants, witnesses, and accused persons and record interviews, using recording device."
33-3021.01,585,0.8875,4.55,"Secure deceased body and obtain evidence from it, preventing bystanders from tampering with it prior to medical examiner's arrival."
33-3021.01,601,0.885,4.54,"Record progress of investigation, maintain informational files on suspects, and submit reports to commanding officer or magistrate to authorize warrants."
33-3021.01,589,0.8825000000000001,4.53,"Prepare charges or responses to charges, or information for court cases, according to formalized procedures."
33-3021.01,586,0.8799999999999999,4.52,Obtain evidence from suspects.
33-3021.01,584,0.8799999999999999,4.52,"Examine crime scenes to obtain clues and evidence, such as loose hairs, fibers, clothing, or weapons."
33-3021.01,600,0.8799999999999999,4.52,"Preserve, process, and analyze items of evidence obtained from crime scenes and suspects, placing them in proper containers and destroying evidence no longer needed."
33-3021.01,592,0.8725,4.49,"Obtain summary of incident from officer in charge at crime scene, taking care to avoid disturbing evidence."
33-3021.01,590,0.8700000000000001,4.48,"Note, mark, and photograph location of objects found, such as footprints, tire tracks, bullets and bloodstains, and take measurements of the scene."
33-3021.01,593,0.8625,4.45,Examine records and governmental agency files to find identifying data about suspects.
33-3021.01,602,0.8574999999999999,4.43,"Take photographs from all angles of relevant parts of a crime scene, including entrance and exit routes and streets and intersections."
33-3021.01,599,0.855,4.42,"Secure persons at scene, keeping witnesses from conversing or leaving the scene before investigators arrive."
33-3021.01,597,0.8525,4.41,Provide information to lab personnel concerning the source of an item of evidence and tests to be performed.
33-3021.01,608,0.8500000000000001,4.4,"Videotape scenes where possible, including collection of evidence, examination of victim at scene, and defendants and witnesses."
33-3021.01,588,0.8500000000000001,4.4,Analyze completed police reports to determine what additional information and investigative work is needed.
33-3021.01,594,0.8425,4.37,Prepare and serve search and arrest warrants.
33-3021.01,604,0.8400000000000001,4.36,Question individuals or observe persons and establishments to confirm information given to patrol officers.
33-3021.01,607,0.8274999999999999,4.31,Participate or assist in raids and arrests.
33-3021.01,603,0.825,4.3,"Organize scene search, assigning specific tasks and areas of search to individual officers and obtaining adequate lighting as necessary."
33-3021.01,596,0.8225,4.29,Summon medical help for injured individuals and alert medical personnel to take statements from them.
33-3021.01,611,0.8125,4.25,Notify command of situation and request assistance.
33-3021.01,595,0.81,4.24,Block or rope off scene and check perimeter to ensure that entire scene is secured.
33-3021.01,614,0.81,4.24,Observe and photograph narcotic purchase transactions to compile evidence and protect undercover investigators.
33-3021.02,2125,0.9375,4.75,"Package, store and retrieve evidence."
33-3021.02,2121,0.925,4.7,Testify in court and present evidence.
33-3021.02,2123,0.9075,4.63,"Look for trace evidence, such as fingerprints, hairs, fibers, or shoe impressions, using alternative light sources when necessary."
33-3021.02,2120,0.8925000000000001,4.57,Photograph crime or accident scenes for evidence records.
33-3021.02,2122,0.865,4.46,"Dust selected areas of crime scene and lift latent fingerprints, adhering to proper preservation procedures."
33-3021.02,2129,0.8474999999999999,4.39,Process film and prints from crime or accident scenes.
33-3021.02,2127,0.8075000000000001,4.23,Perform emergency work during off-hours.
33-3051.01,616,0.9199999999999999,4.68,"Identify, pursue, and arrest suspects and perpetrators of criminal acts."
33-3051.01,615,0.9175,4.67,"Provide for public safety by maintaining order, responding to emergencies, protecting people and property, enforcing motor vehicle and criminal laws, and promoting good community relations."
33-3051.01,617,0.8775,4.51,Record facts to prepare reports that document incidents and activities.
33-3051.01,619,0.865,4.46,Render aid to accident victims and other persons requiring first aid for physical injuries.
33-3051.01,618,0.8574999999999999,4.43,Review facts of incidents to determine if criminal act or statute violations were involved.
33-3051.01,623,0.8500000000000001,4.4,"Monitor, note, report, and investigate suspicious persons and situations, safety hazards, and unusual or illegal activity in patrol area."
33-3051.01,620,0.8400000000000001,4.36,Testify in court to present evidence or act as witness in traffic and criminal cases.
33-3051.01,632,0.8400000000000001,4.36,"Process prisoners, and prepare and maintain records of prisoner bookings and prisoner status during booking and pre-trial process."
33-3051.01,627,0.8300000000000001,4.32,Relay complaint and emergency-request information to appropriate agency dispatchers.
33-3051.01,626,0.8300000000000001,4.32,Monitor traffic to ensure motorists observe traffic regulations and exhibit safe driving procedures.
33-3051.01,625,0.81,4.24,Photograph or draw diagrams of crime or accident scenes and interview principals and eyewitnesses.
33-3051.01,621,0.8049999999999999,4.22,Evaluate complaint and emergency-request information to determine response requirements.
33-3051.01,622,0.8,4.2,"Patrol specific area on foot, horseback, or motorized conveyance, responding promptly to calls for assistance."
33-3051.01,624,0.7975000000000001,4.19,Investigate traffic accidents and other accidents to determine causes and to determine if a crime has been committed.
33-3051.01,629,0.7675000000000001,4.07,Direct traffic flow and reroute traffic in case of emergencies.
33-3051.01,628,0.735,3.94,Issue citations or warnings to violators of motor vehicle ordinances.
33-3051.01,630,0.6475,3.59,Inform citizens of community services and recommend options to facilitate longer-term problem resolution.
33-3051.01,631,0.5925,3.37,Provide road information to assist motorists.
33-3051.01,634,0.5725,3.29,"Act as official escorts, such as when leading funeral processions or firefighters."
33-3051.01,633,0.5175,3.07,Inspect public establishments to ensure compliance with rules and regulations.
33-9032.00,2132,0.9075,4.63,Answer alarms and investigate disturbances.
33-9032.00,2133,0.875,4.5,"Monitor and authorize entrance and departure of employees, visitors, and other persons to guard against theft and maintain security of premises."
33-9032.00,2134,0.875,4.5,"Write reports of daily activities and irregularities, such as equipment or property damage, theft, presence of unauthorized persons, or unusual occurrences."
33-9032.00,2131,0.8674999999999999,4.47,"Patrol industrial or commercial premises to prevent and detect signs of intrusion and ensure security of doors, windows, and gates."
33-9032.00,2139,0.8674999999999999,4.47,Operate detecting devices to screen individuals and prevent passage of prohibited articles into restricted areas.
33-9032.00,2135,0.8625,4.45,"Call police or fire departments in cases of emergency, such as fire or presence of unauthorized persons."
33-9032.00,2136,0.8274999999999999,4.31,"Circulate among visitors, patrons, or employees to preserve order and protect property."
33-9032.00,2138,0.7925,4.17,"Warn persons of rule infractions or violations, and apprehend or evict violators from premises, using force when necessary."
33-9032.00,2141,0.7725,4.09,"Inspect and adjust security systems, equipment, or machinery to ensure operational use and to detect evidence of tampering."
33-9032.00,2137,0.7475,3.99,"Answer telephone calls to take messages, answer questions, and provide information during non-business hours or when switchboard is closed."
33-9032.00,2140,0.69,3.76,Escort or drive motor vehicle to transport individuals to specified locations or to provide personal protection.
33-9032.00,2143,0.5875,3.35,"Monitor and adjust controls that regulate building systems, such as air conditioning, furnace, or boiler."
35-1012.00,2145,0.8875,4.55,Resolve customer complaints regarding food service.
35-1012.00,2144,0.8875,4.55,Compile and balance cash receipts at the end of the day or shift.
35-1012.00,2157,0.8674999999999999,4.47,Present bills and accept payments.
35-1012.00,2147,0.8625,4.45,"Inspect supplies, equipment, and work areas to ensure efficient service and conformance to standards."
35-1012.00,2146,0.8425,4.37,"Train workers in food preparation, and in service, sanitation, and safety procedures."
35-1012.00,2156,0.8174999999999999,4.27,"Greet and seat guests, and present menus and wine lists."
35-1012.00,2148,0.81,4.24,"Control inventories of food, equipment, smallware, and liquor, and report shortages to designated personnel."
35-1012.00,2150,0.8075000000000001,4.23,"Assign duties, responsibilities, and work stations to employees in accordance with work requirements."
35-1012.00,2154,0.8025,4.21,"Specify food portions and courses, production and time sequences, and workstation and equipment arrangements."
35-1012.00,2161,0.77,4.08,Purchase or requisition supplies and equipment needed to ensure quality and timely delivery of services.
35-1012.00,2151,0.7675000000000001,4.07,Estimate ingredients and supplies required to prepare a recipe.
35-1012.00,2153,0.7649999999999999,4.06,"Analyze operational problems, such as theft and wastage, and establish procedures to alleviate these problems."
35-1012.00,2158,0.7525,4.01,"Forecast staff, equipment, and supply requirements, based on a master menu."
35-1012.00,2155,0.7475,3.99,Recommend measures for improving work procedures and worker performance to increase service quality and enhance job safety.
35-1012.00,2166,0.745,3.98,Develop equipment maintenance schedules and arrange for repairs.
35-1012.00,2165,0.74,3.96,"Develop departmental objectives, budgets, policies, procedures, and strategies."
35-1012.00,2167,0.7,3.8,Evaluate new products for usefulness and suitability.
35-1012.00,2164,0.6875,3.75,Schedule parties and take reservations.
35-2014.00,2170,0.885,4.54,Season and cook food according to recipes or personal judgment and experience.
35-2014.00,2169,0.8775,4.51,Turn or stir foods to ensure even cooking.
35-2014.00,2171,0.8700000000000001,4.48,"Observe and test foods to determine if they have been cooked sufficiently, using methods such as tasting, smelling, or piercing them with utensils."
35-2014.00,2173,0.8500000000000001,4.4,"Portion, arrange, and garnish food, and serve food to waiters or patrons."
35-2014.00,2172,0.8374999999999999,4.35,"Weigh, measure, and mix ingredients according to recipes or personal judgment, using various kitchen utensils and equipment."
35-2014.00,2176,0.835,4.34,"Bake, roast, broil, and steam meats, fish, vegetables, and other foods."
35-2014.00,2177,0.825,4.3,"Wash, peel, cut, and seed fruits and vegetables to prepare them for consumption."
35-2014.00,2180,0.8,4.2,Coordinate and supervise work of kitchen staff.
35-2014.00,2178,0.7975000000000001,4.19,"Estimate expected food consumption, requisition or purchase supplies, or procure food from storage."
35-2014.00,2175,0.7625,4.05,Substitute for or assist other cooks during emergencies or rush periods.
35-2014.00,2181,0.75,4.0,"Consult with supervisory staff to plan menus, taking into consideration factors such as costs and special event needs."
35-2014.00,2182,0.7475,3.99,"Butcher and dress animals, fowl, or shellfish, or cut and bone meat prior to cooking."
35-2014.00,2184,0.7375,3.95,Prepare relishes and hors d'oeuvres.
35-2014.00,2179,0.7325,3.93,"Carve and trim meats such as beef, veal, ham, pork, and lamb for hot or cold service, or for sandwiches."
35-2014.00,2185,0.6975,3.79,Keep records and accounts.
35-2014.00,2183,0.6875,3.75,"Bake breads, rolls, cakes, and pastries."
35-2014.00,2186,0.6425,3.57,Plan and price menu items.
35-2015.00,2187,0.9175,4.67,"Clean food preparation equipment, work areas, and counters or tables."
35-2015.00,2189,0.885,4.54,"Grill, cook, and fry foods such as french fries, eggs, and pancakes."
35-2015.00,2188,0.8825000000000001,4.53,Plan work on orders so that items served together are finished at the same time.
35-2015.00,2190,0.8625,4.45,"Take orders from customers and cook foods requiring short preparation times, according to customer requirements."
35-2015.00,2191,0.8525,4.41,"Grill and garnish hamburgers or other meats, such as steaks and chops."
35-2015.00,2192,0.8474999999999999,4.39,"Complete orders from steam tables, placing food on plates and serving customers at tables or counters."
35-2015.00,2194,0.7675000000000001,4.07,Order supplies and stock them on shelves.
35-2015.00,2195,0.7475,3.99,"Accept payments, and make change or write charge slips as necessary."
35-2021.00,2197,0.905,4.62,Store food in designated containers and storage areas to prevent spoilage.
35-2021.00,2200,0.8975,4.59,"Portion and wrap the food, or place it directly on plates for service to patrons."
35-2021.00,2216,0.8825000000000001,4.53,Keep records of the quantities of food used.
35-2021.00,2201,0.8700000000000001,4.48,"Place food trays over food warmers for immediate service, or store them in refrigerated storage cabinets."
35-2021.00,2199,0.8674999999999999,4.47,Package take-out foods or serve food to customers.
35-2021.00,2207,0.8474999999999999,4.39,"Stock cupboards and refrigerators, and tend salad bars and buffet meals."
35-2021.00,2210,0.8400000000000001,4.36,"Carry food supplies, equipment, and utensils to and from storage and work areas."
35-2021.00,2215,0.835,4.34,Distribute food to waiters and waitresses to serve to customers.
35-2021.00,2219,0.8325,4.33,"Cut, slice or grind meat, poultry, and seafood to prepare for cooking."
35-2021.00,2208,0.825,4.3,Remove trash and clean kitchen garbage containers.
35-2021.00,2206,0.8200000000000001,4.28,"Receive and store food supplies, equipment, and utensils in refrigerators, cupboards, and other storage areas."
35-2021.00,2203,0.8200000000000001,4.28,Weigh or measure ingredients.
35-2021.00,2204,0.8,4.2,"Assist cooks and kitchen staff with various tasks as needed, and provide cooks with needed items."
35-2021.00,2220,0.7949999999999999,4.18,"Add cutlery, napkins, food, and other items to trays on assembly lines in hospitals, cafeterias, airline kitchens, and similar establishments."
35-2021.00,2213,0.7875000000000001,4.15,"Use manual or electric appliances to clean, peel, slice, and trim foods."
35-2021.00,2222,0.7725,4.09,"Distribute menus to hospital patients, collect diet sheets, and deliver food trays and snacks to nursing units or directly to patients."
35-2021.00,2212,0.7649999999999999,4.06,Scrape leftovers from dishes into garbage containers.
35-3011.00,2227,0.95,4.8,"Clean glasses, utensils, and bar equipment."
35-3011.00,2223,0.9475,4.79,Collect money for drinks served.
35-3011.00,2225,0.935,4.74,Balance cash receipts.
35-3011.00,2224,0.935,4.74,Check identification of customers to verify age requirements for purchase of alcohol.
35-3011.00,2230,0.9199999999999999,4.68,"Clean bars, work areas, and tables."
35-3011.00,2226,0.905,4.62,"Attempt to limit problems and liability related to customers' excessive drinking by taking steps such as persuading customers to stop drinking, or ordering taxis or other transportation for intoxicated patrons."
35-3011.00,2228,0.9025000000000001,4.61,Take beverage orders from serving staff or directly from patrons.
35-3011.00,2229,0.885,4.54,"Serve wine, and bottled or draft beer."
35-3011.00,2237,0.8725,4.49,"Plan, organize, and control the operations of a cocktail lounge or bar."
35-3011.00,2232,0.8474999999999999,4.39,Serve snacks or food items to customers seated at the bar.
35-3011.00,2238,0.8474999999999999,4.39,Supervise the work of bar staff and other bartenders.
35-3011.00,2231,0.8325,4.33,"Mix ingredients, such as liquor, soda, water, sugar, and bitters, to prepare cocktails and other drinks."
35-3011.00,2233,0.7775000000000001,4.11,Order or requisition liquors and supplies.
35-3011.00,2235,0.7575000000000001,4.03,Slice and pit fruit for garnishing drinks.
35-3011.00,2234,0.7075,3.83,"Ask customers who become loud and obnoxious to leave, or physically remove them."
35-3011.00,2236,0.7025,3.81,Arrange bottles and glasses to make attractive displays.
35-3011.00,2239,0.6575,3.63,Plan bar menus.
35-3011.00,2241,0.605,3.42,Create drink recipes.
35-3011.00,2240,0.5325,3.13,"Prepare appetizers such as pickles, cheese, and cold meats."
35-3021.00,2242,0.9075,4.63,"Accept payment from customers, and make change as necessary."
35-3021.00,2243,0.8925000000000001,4.57,"Request and record customer orders, and compute bills using cash registers, multi counting machines, or pencil and paper."
35-3021.00,2245,0.845,4.38,Serve customers in eating places that specialize in fast service and inexpensive carry-out food.
35-3021.00,2252,0.8425,4.37,Collect and return dirty dishes to the kitchen for washing.
35-3021.00,2251,0.8400000000000001,4.36,"Wash dishes, glassware, and silverware after meals."
35-3021.00,2254,0.8400000000000001,4.36,Distribute food to servers.
35-3021.00,2249,0.8174999999999999,4.27,Notify kitchen personnel of shortages or special orders.
35-3021.00,2253,0.81,4.24,Relay food orders to cooks.
35-3021.00,2246,0.8075000000000001,4.23,"Prepare and serve cold drinks, or frozen milk drinks or desserts, using drink-dispensing, milkshake, or frozen custard machines."
35-3021.00,2247,0.7975000000000001,4.19,"Select food items from serving or storage areas and place them in dishes, on serving trays, or in take-out bags."
35-3021.00,2257,0.7849999999999999,4.14,"Pack food, dishes, utensils, tablecloths, and accessories for transportation from catering or food preparation establishments to locations designated by customers."
35-3021.00,2250,0.7725,4.09,Cook or reheat food items such as french fries.
35-3021.00,2258,0.7225,3.89,Arrange tables and decorations according to instructions.
35-3021.00,2255,0.7,3.8,Serve food and beverages to guests at banquets or other social functions.
35-3021.00,2256,0.7,3.8,Provide caterers with assistance in food preparation or service.
35-3022.00,2259,0.9075,4.63,"Scrub and polish counters, steam tables, and other equipment, and clean glasses, dishes, and fountain equipment."
35-3022.00,2265,0.9075,4.63,"Prepare bills for food, using cash registers, calculators, or adding machines, and accept payment or make change."
35-3022.00,2262,0.8975,4.59,"Take customers' orders and write ordered items on tickets, giving ticket stubs to customers when needed to identify filled orders."
35-3022.00,2273,0.8925000000000001,4.57,Balance receipts and payments in cash registers.
35-3022.00,2260,0.8825000000000001,4.53,"Serve food, beverages, or desserts to customers in such settings as take-out counters of restaurants or lunchrooms, business or industrial establishments, hotel rooms, and cars."
35-3022.00,2267,0.8574999999999999,4.43,"Serve salads, vegetables, meat, breads, and cocktails, ladle soups and sauces, portion desserts, and fill beverage cups and glasses."
35-3022.00,2272,0.845,4.38,"Brew coffee and tea, and fill containers with requested beverages."
35-3022.00,2271,0.8400000000000001,4.36,Set up dining areas for meals and clear them following meals.
35-3022.00,2269,0.8374999999999999,4.35,Carve meat.
35-3022.00,2268,0.8374999999999999,4.35,"Add relishes and garnishes to food orders, according to instructions."
35-3022.00,2270,0.835,4.34,Order items needed to replenish supplies.
35-3022.00,2264,0.825,4.3,"Wrap menu item such as sandwiches, hot entrees, and desserts for serving or for takeout."
35-3022.00,2266,0.8025,4.21,"Deliver orders to kitchens, and pick up and serve food when it is ready."
35-3022.00,2261,0.7725,4.09,Replenish foods at serving stations.
35-3022.00,2274,0.41000000000000003,2.64,Arrange reservations for patrons of dining establishments.
35-3031.00,2278,0.94,4.76,Take orders from patrons for food or beverages.
35-3031.00,2279,0.9375,4.75,Check with customers to ensure that they are enjoying their meals and take action to correct any problems.
35-3031.00,2275,0.9275,4.71,Check patrons' identification to ensure that they meet minimum age requirements for consumption of alcoholic beverages.
35-3031.00,2276,0.9125000000000001,4.65,Collect payments from customers.
35-3031.00,2277,0.9025000000000001,4.61,"Write patrons' food orders on order slips, memorize orders, or enter orders into computers for transmittal to kitchen staff."
35-3031.00,2281,0.8875,4.55,Prepare checks that itemize and total meal costs and sales taxes.
35-3031.00,2283,0.885,4.54,"Present menus to patrons and answer questions about menu items, making recommendations upon request."
35-3031.00,2280,0.8674999999999999,4.47,"Serve food or beverages to patrons, and prepare or serve specialty dishes at tables as required."
35-3031.00,2285,0.8625,4.45,Clean tables or counters after patrons have finished dining.
35-3031.00,2288,0.8600000000000001,4.44,"Prepare tables for meals, including setting up items such as linens, silverware, and glassware."
35-3031.00,2287,0.8525,4.41,"Explain how various menu items are prepared, describing ingredients and cooking methods."
35-3031.00,2293,0.8400000000000001,4.36,Escort customers to their tables.
35-3031.00,2284,0.8200000000000001,4.28,Inform customers of daily specials.
35-3031.00,2286,0.8075000000000001,4.23,"Prepare hot, cold, and mixed drinks for patrons, and chill bottles of wine."
35-3031.00,2290,0.8025,4.21,"Stock service areas with supplies such as coffee, food, tableware, and linens."
35-3031.00,2295,0.7975000000000001,4.19,"Bring wine selections to tables with appropriate glasses, and pour the wines for customers."
35-3031.00,2292,0.7825,4.13,"Fill salt, pepper, sugar, cream, condiment, and napkin containers."
35-3031.00,2294,0.7775000000000001,4.11,Describe and recommend wines to customers.
35-3031.00,2289,0.7749999999999999,4.1,"Perform food preparation duties such as preparing salads, appetizers, and cold dishes, portioning desserts, and brewing coffee."
35-3031.00,2291,0.76,4.04,Garnish and decorate dishes in preparation for serving.
35-9031.00,2296,0.9225000000000001,4.69,Provide guests with menus.
35-9031.00,2297,0.9099999999999999,4.64,Greet guests and seat them at tables or in waiting areas.
35-9031.00,2305,0.8925000000000001,4.57,Operate cash registers to accept payments for food and beverages.
35-9031.00,2302,0.8525,4.41,"Maintain contact with kitchen staff, management, serving staff, and customers to ensure that dining details are handled properly and customers' concerns are addressed."
35-9031.00,2307,0.845,4.38,Supervise and coordinate activities of dining room staff to ensure that patrons receive prompt and courteous service.
35-9031.00,2301,0.8374999999999999,4.35,Receive and record patrons' dining reservations.
35-9031.00,2310,0.8025,4.21,"Hire, train, and supervise food and beverage service staff."
35-9031.00,2303,0.7849999999999999,4.14,Inform patrons of establishment specialties and features.
35-9031.00,2306,0.7825,4.13,"Prepare cash receipts after establishments close, and make bank deposits."
35-9031.00,2304,0.7,3.8,Direct patrons to coatrooms and waiting areas such as lounges.
35-9031.00,2311,0.695,3.78,Plan parties or other special events and services.
35-9031.00,2308,0.675,3.7,Prepare staff work schedules.
35-9031.00,2309,0.64,3.56,Order or requisition supplies and equipment for tables and serving stations.
35-9031.00,2313,0.61,3.44,Perform marketing and advertising services.
35-9031.00,2312,0.49,2.96,Confer with other staff to help plan establishments' menus.
39-5012.00,635,0.905,4.62,"Keep work stations clean and sanitize tools, such as scissors and combs."
39-5012.00,639,0.895,4.58,"Bleach, dye, or tint hair, using applicator or brush."
39-5012.00,636,0.8725,4.49,"Cut, trim and shape hair or hairpieces, based on customers' instructions, hair type, and facial features, using clippers, scissors, trimmers and razors."
39-5012.00,638,0.8674999999999999,4.47,Schedule client appointments.
39-5012.00,640,0.8625,4.45,"Update and maintain customer information records, such as beauty services provided."
39-5012.00,643,0.8574999999999999,4.43,Demonstrate and sell hair care products and cosmetics.
39-5012.00,637,0.8474999999999999,4.39,Analyze patrons' hair and other physical features to determine and recommend beauty treatment or suggest hair styles.
39-5012.00,651,0.845,4.38,"Train or supervise other hairstylists, hairdressers, and assistants."
39-5012.00,649,0.8374999999999999,4.35,"Massage and treat scalp for hygienic and remedial purposes, using hands, fingers, or vibrating equipment."
39-5012.00,641,0.835,4.34,"Shampoo, rinse, condition, and dry hair and scalp or hairpieces with water, liquid soap, or other solutions."
39-5012.00,642,0.8325,4.33,Operate cash registers to receive payments from patrons.
39-5012.00,648,0.8025,4.21,Administer therapeutic medication and advise patron to seek medical treatment for chronic or contagious scalp conditions.
39-5012.00,646,0.7875000000000001,4.15,"Comb, brush, and spray hair or wigs to set style."
39-5012.00,644,0.7825,4.13,Develop new styles and techniques.
39-5012.00,645,0.7749999999999999,4.1,"Apply water or setting, straightening or waving solutions to hair, and use curlers, rollers, hot combs and curling irons to press and curl hair."
39-5012.00,652,0.7725,4.09,"Recommend and explain the use of cosmetics, lotions, and creams to soften and lubricate skin and enhance and restore natural appearance."
39-5012.00,647,0.7175,3.87,"Shape eyebrows and remove facial hair, using depilatory cream, tweezers, electrolysis or wax."
39-5012.00,654,0.7125,3.85,"Clean, shape, and polish fingernails and toenails, using files and nail polish."
39-5012.00,650,0.6825,3.73,"Shave, trim, and shape beards and moustaches."
39-5012.00,655,0.6625,3.65,Apply artificial fingernails.
39-5012.00,653,0.515,3.06,"Give facials to patrons, using special compounds, such as lotions and creams."
39-5012.00,656,0.4525,2.81,"Attach wigs or hairpieces to model heads and dress wigs and hairpieces according to instructions, samples, sketches or photographs."
39-6011.00,2316,0.885,4.54,Receive and mark baggage by completing and attaching claim checks.
39-6011.00,2317,0.8799999999999999,4.52,Greet incoming guests and escort them to their rooms.
39-6011.00,2324,0.8775,4.51,"Transport guests about premises and local areas, or arrange for transportation."
39-6011.00,2323,0.875,4.5,Maintain clean lobbies or entrance areas for travelers or guests.
39-6011.00,2314,0.8674999999999999,4.47,"Transfer luggage, trunks, and packages to and from rooms, loading areas, vehicles, or transportation terminals, by hand or using baggage carts."
39-6011.00,2315,0.8674999999999999,4.47,"Supply guests or travelers with directions, travel information, and other information, such as available services and points of interest."
39-6011.00,2321,0.8625,4.45,"Explain the operation of room features, such as locks, ventilation systems, and televisions."
39-6011.00,2318,0.845,4.38,Assist physically challenged travelers and other guests with special needs.
39-6011.00,2320,0.8049999999999999,4.22,"Deliver messages and room service orders, and run errands for guests."
39-6011.00,2319,0.7875000000000001,4.15,"Act as part of the security team at transportation terminals, hotels, or similar establishments."
39-6011.00,2327,0.7849999999999999,4.14,Pick up and return items for laundry and valet service.
39-6011.00,2325,0.735,3.94,Compute and complete charge slips for services rendered and maintain records.
39-6011.00,2326,0.705,3.82,"Page guests in hotel lobbies, dining rooms, or other areas."
39-6011.00,2330,0.6725,3.69,"Set up conference rooms, display tables, racks, or shelves, and arrange merchandise displays for sales personnel."
39-6011.00,2328,0.6575,3.63,"Inspect guests' rooms to ensure that they are adequately stocked, orderly, and comfortable."
39-6011.00,2329,0.6275,3.51,Complete baggage insurance forms.
39-6011.00,2322,0.5625,3.25,"Arrange for shipments of baggage, express mail, and parcels by providing weighing and billing services."
39-9011.00,2336,0.865,4.46,Observe and monitor children's play activities.
39-9011.00,2331,0.8374999999999999,4.35,"Support children's emotional and social development, encouraging understanding of others and positive self-concepts."
39-9011.00,2332,0.835,4.34,"Care for children in institutional setting, such as group homes, nursery schools, private businesses, or schools for the handicapped."
39-9011.00,2333,0.8300000000000001,4.32,Sanitize toys and play equipment.
39-9011.00,2337,0.8174999999999999,4.27,"Keep records on individual children, including daily observations and information about activities, meals served, and medications administered."
39-9011.00,2335,0.8075000000000001,4.23,Identify signs of emotional or developmental problems in children and bring them to parents' or guardians' attention.
39-9011.00,2334,0.7375,3.95,"Discipline children and recommend or initiate other measures to control behavior, such as caring for own clothing and picking up toys and books."
41-1011.00,657,0.925,4.7,Provide customer service by greeting and assisting customers and responding to customer inquiries and complaints.
41-1011.00,660,0.8899999999999999,4.56,"Direct and supervise employees engaged in sales, inventory-taking, reconciling cash receipts, or in performing services for customers."
41-1011.00,669,0.8500000000000001,4.4,"Formulate pricing policies for merchandise, according to profitability requirements."
41-1011.00,671,0.845,4.38,Examine merchandise to ensure that it is correctly priced and displayed and that it functions as advertised.
41-1011.00,658,0.8425,4.37,Monitor sales activities to ensure that customers receive satisfactory service and quality goods.
41-1011.00,668,0.825,4.3,Instruct staff on how to handle difficult and complicated sales.
41-1011.00,659,0.8174999999999999,4.27,Assign employees to specific duties.
41-1011.00,665,0.8025,4.21,"Hire, train, and evaluate personnel in sales or marketing establishments, promoting or firing workers when appropriate."
41-1011.00,662,0.7975000000000001,4.19,"Keep records of purchases, sales, and requisitions."
41-1011.00,674,0.7975000000000001,4.19,Plan and coordinate advertising campaigns and sales promotions and prepare merchandise displays and advertising copy.
41-1011.00,666,0.7949999999999999,4.18,"Perform work activities of subordinates, such as cleaning and organizing shelves and displays and selling merchandise."
41-1011.00,672,0.7925,4.17,Plan and prepare work schedules and keep records of employees' work schedules and time cards.
41-1011.00,673,0.7925,4.17,Review inventory and sales records to prepare reports for management and budget departments.
41-1011.00,661,0.79,4.16,Inventory stock and reorder when inventory drops to a specified level.
41-1011.00,667,0.7825,4.13,"Establish and implement policies, goals, objectives, and procedures for the department."
41-1011.00,676,0.7775000000000001,4.11,Establish credit policies and operating procedures.
41-1011.00,664,0.76,4.04,Examine products purchased for resale or received for storage to assess the condition of each product or item.
41-1011.00,663,0.7549999999999999,4.02,"Enforce safety, health, and security rules."
41-1011.00,677,0.7225,3.89,Plan budgets and authorize payments and merchandise returns.
41-1011.00,670,0.715,3.86,Estimate consumer demand and determine the types and amounts of goods to be sold.
41-1011.00,675,0.6675,3.67,"Confer with company officials to develop methods and procedures to increase sales, expand markets, and promote business."
41-2021.00,678,0.915,4.66,Compute charges for merchandise or services and receive payments.
41-2021.00,689,0.855,4.42,"Receive orders for services, such as rentals, repairs, dry cleaning, and storage."
41-2021.00,687,0.8500000000000001,4.4,"Explain rental fees, policies, and procedures."
41-2021.00,691,0.8500000000000001,4.4,"Provide information about rental items, such as availability, operation, or description."
41-2021.00,692,0.8474999999999999,4.39,Advise customers on use and care of merchandise.
41-2021.00,682,0.8425,4.37,"Greet customers and discuss the type, quality, and quantity of merchandise sought for rental."
41-2021.00,681,0.8300000000000001,4.32,Answer telephones to provide information and receive orders.
41-2021.00,686,0.81,4.24,Inspect and adjust rental items to meet needs of customer.
41-2021.00,684,0.81,4.24,"Prepare rental forms, obtaining customer signature and other information, such as required licenses."
41-2021.00,690,0.81,4.24,"Rent items, arrange for provision of services to customers, and accept returns."
41-2021.00,683,0.7849999999999999,4.14,Keep records of transactions and of the number of customers entering an establishment.
41-2021.00,685,0.7825,4.13,"Receive, examine, and tag articles to be altered, cleaned, stored, or repaired."
41-2021.00,688,0.76,4.04,Reserve items for requested times and keep records of items rented.
41-2021.00,679,0.6975,3.79,Prepare merchandise for display or for purchase or rental.
41-2021.00,680,0.6825,3.73,Recommend and provide advice on a wide variety of products and services.
